,ts,ax,ay,az,wx,wy,wz
0,0.0,-0.3132182664544641,-0.08698282308309414,-6.5601404980075015,-0.06894915409258716,0.06761300492931296,0.16743053788442366
1,0.01,-0.058402574660457396,-0.012865690349771725,-1.2909026556897816,-0.07685825003745042,0.06419993975504265,0.15650048069264766
2,0.02,0.09117486243355953,0.028732064352763927,1.8482239069626143,-0.08116700717192514,0.06351279843131423,0.14759116919778886
3,0.03,0.16473397581934823,0.047680269984733945,3.425445723180571,-0.08297693521845104,0.06471759510786873,0.14008436407600647
4,0.04,0.1857624992278161,0.05185661430788799,3.8983667563837807,-0.08478686326497692,0.06592239178442327,0.13257755895422407
5,0.05,0.17174267928142986,0.04640191755163733,3.630855830903469,-0.08659679131150283,0.06712718846097779,0.12507075383244168
6,0.06,0.1392877529265328,0.04216757774289017,2.9084587612015107,-0.08815561428392481,0.07104797396593301,0.0941367397204847
7,0.07,0.09501082660047751,0.033484540496483285,1.9464029537362997,-0.08957659395048803,0.07645969261956423,0.05034243616286807
8,0.08,0.043896035704325945,0.015276482004654396,0.9045086737750294,-0.08810397720814722,0.08030113457337673,0.017592892724382872
9,0.09,-0.00681551713088005,-0.006120573662500198,-0.10069416818290677,-0.0835427439143962,0.08246646765781489,-0.003367505273731097
10,0.1,-0.05136598400405155,-0.024572375339018182,-0.9903501238113996,-0.07224675796632714,0.08623799572849065,-0.019366355498079642
11,0.11,-0.0873714543859162,-0.03820400039315943,-1.71532739769849,-0.05722296035019295,0.09089858279185938,-0.032618896149968
12,0.12,-0.11314713399666645,-0.04713645740746967,-2.251251858363094,-0.04489684185607131,0.09402941349862247,-0.046667584139003175
13,0.13,-0.12902381359034007,-0.05095409147971634,-2.5907601243548983,-0.03404191940917302,0.09632598208477652,-0.06115045601813125
14,0.14,-0.1374784235850678,-0.0519393765539364,-2.7403804023606364,-0.02687213554532059,0.09699098874028594,-0.06802590220422881
15,0.15,-0.13693704781390137,-0.048603691386294376,-2.717160896547213,-0.02156795655834979,0.09683001563244296,-0.0710500819715471
16,0.16,-0.123887779791517,-0.04089660009147235,-2.546210862416695,-0.0052570167524659496,0.09365311704450248,-0.07042209938866888
17,0.17,-0.10431277780535426,-0.030499296662058972,-2.252595304484405,0.018633384488664,0.08839939574331684,-0.06727916947987013
18,0.18,-0.0860826313565017,-0.020711407393043117,-1.8624359059224087,0.0318607501557413,0.08194389553303409,-0.06538999975184306
19,0.19,-0.06608519860385403,-0.010261115876601456,-1.406395952526187,0.03886055172309867,0.07478651684376496,-0.06423306727813335
20,0.2,-0.04323592702579793,0.0007865385633387227,-0.9127122531125609,0.04157275352254998,0.06935953673490601,-0.05913290407874398
21,0.21,-0.018747829358863786,0.011801469261535526,-0.40726941444207143,0.0418825882184671,0.06490210902146802,-0.05182332575438724
22,0.22,0.005847370484274882,0.021568203616044994,0.08804320436252011,0.04212476963717645,0.061140687109578665,-0.04205640288063441
23,0.23,0.0293820732436409,0.02968995498034569,0.5535798017146465,0.04229878165249176,0.05808058082065105,-0.029813388400091977
24,0.24,0.05121677085646957,0.036593482190364165,0.9725040885829687,0.042472793667807054,0.055020474531723436,-0.017570373919549544
25,0.25,0.07032136553633964,0.041631378845473216,1.3332410943867288,0.04264680568312236,0.05196036824279583,-0.005327359439007111
26,0.26,0.08597440423566775,0.04447919044982139,1.6274911465153916,0.04282081769843767,0.04890026195386822,0.006915655041535324
27,0.27,0.09775984709339158,0.04463932204107761,1.850797599758787,0.04088701147828558,0.04861336551053285,0.02276813951457472
28,0.28,0.10543830149445199,0.04254727764971006,2.0003485864611417,0.036824202919797086,0.05112755036852431,0.04226637006043766
29,0.29,0.10926162956113912,0.03942488372110457,2.0753178965050547,0.029045792492071437,0.0535679996865881,0.0604113159979571
30,0.3,0.10915556776796057,0.035062895474472944,2.078917638165972,0.017482778303310104,0.0559333441329371,0.07717784567917832
31,0.31,0.10472090965395425,0.03017181163580506,2.015636506433657,0.008349191359630009,0.0571751672305749,0.09204888989122094
32,0.32,0.09682916073733197,0.023823834689142738,1.8927511413718987,0.0004312293015231953,0.05785480822799485,0.1059714803838771
33,0.33,0.08621762346897968,0.016473571264515992,1.7180202997517755,-0.007104308247590394,0.05766761535831511,0.11680788796724385
34,0.34,0.07339931092608357,0.008491259463647653,1.4997978565485344,-0.01423925534051862,0.05657241223800433,0.1244115126341641
35,0.35,0.0583380808022115,0.00033616039477995033,1.2474041485829797,-0.019724683391118145,0.05597800725438268,0.12753028267003078
36,0.36,0.04227385826932703,-0.00804415017096886,0.9696434314202688,-0.02427781949276651,0.055666648455075414,0.12811425695183035
37,0.37,0.026646030171079617,-0.01586818329040532,0.6759670007959583,-0.03004863190648985,0.05658609621922092,0.1325833439790863
38,0.38,0.011076801538402646,-0.023156951927396974,0.3747026701532765,-0.0365139481464469,0.0582075366715669,0.13926831189382613
39,0.39,-0.004716121999984651,-0.02878946883180774,0.07461370481724616,-0.04466897043972577,0.05992994206817458,0.13819446295892465
40,0.4,-0.019946049335306158,-0.033507038762003526,-0.21698426294372086,-0.05371202284035685,0.061705409895443035,0.13304294445163353
41,0.41,-0.03420669350396608,-0.03738406099896725,-0.49345916378906407,-0.060800700975028765,0.06614924123631963,0.12978900896677864
42,0.42,-0.04698399374368258,-0.0401178979577175,-0.7478960112079229,-0.06694666730100943,0.0718801841801136,0.12745039147110362
43,0.43,-0.057946562048994864,-0.041502231289526716,-0.9746513605452886,-0.07309263362699009,0.0776111271239076,0.12511177397542864
44,0.44,-0.0650630815045984,-0.03757632791774424,-1.1684140224940698,-0.08123696850130248,0.07395877527752305,0.11788541414206688
45,0.45,-0.07312331068580274,-0.036850139779757665,-1.3287294824564235,-0.08535439759351872,0.07281319626712192,0.11163786697614476
46,0.46,-0.08049887613579898,-0.03707297089636591,-1.452456130582569,-0.08512123882131534,0.07479090391104552,0.106672265760575
47,0.47,-0.08194961877485503,-0.03131984433405371,-1.5370883517207303,-0.08297333025643856,0.07835641906072156,0.09547277453997388
48,0.48,-0.07994890030122884,-0.02277543404283836,-1.582513025741368,-0.07890913948608914,0.08351101247045639,0.0780344042066943
49,0.49,-0.08062219250929963,-0.019731916614750954,-1.5891738791360859,-0.07385825380474455,0.0855706193261411,0.0662902445561418
50,0.5,-0.0813307136327136,-0.018558296628117782,-1.559070133953,-0.06781909323656651,0.08453028368453462,0.06024941361983392
51,0.51,-0.07723318763398748,-0.012534744992348001,-1.4951222679563423,-0.06333914914702482,0.08313573498153115,0.050977971560743116
52,0.52,-0.07061285268005037,-0.004841627776471916,-1.4000259472963255,-0.0595788784920832,0.0815776953624371,0.040215405572136285
53,0.53,-0.06242005633964044,0.0030855547402825877,-1.277269343214083,-0.05675598160312119,0.08024069597119793,0.0257299022906384
54,0.54,-0.05317466516824323,0.010636445807501239,-1.1308892643400599,-0.05466067323233521,0.07907526776925287,0.008354659050004837
55,0.55,-0.043538480733958655,0.016265198676233324,-0.9647817774723967,-0.04981167591710129,0.0783303889373392,-0.0006007775437635723
56,0.56,-0.033455426437681735,0.021218171214237906,-0.7838718663405069,-0.04368343118947885,0.07778087955500658,-0.005644728097131237
57,0.57,-0.02151688719554289,0.02654004639912145,-0.5925429965549118,-0.034991552767271436,0.07634170684464751,-0.013325359995857437
58,0.58,-0.009617860206607601,0.031164434358188782,-0.3954316727661553,-0.024589872976163482,0.07430917807904028,-0.02276451199172974
59,0.59,-0.0010142586044163439,0.03214114359689803,-0.19673427719695108,-0.014743382846680109,0.07285187138804172,-0.027684828326326467
60,0.6,0.006944029499478956,0.03228243994680899,-0.0007277635690857709,-0.00519940375327738,0.07170799096880973,-0.030142927238195113
61,0.61,0.014719692104278965,0.032129093365094265,0.18848271131474215,0.0018922452335818323,0.0697184744442123,-0.032759127039741924
62,0.62,0.02293082404252513,0.03212921558598514,0.36780285447943617,0.007599062526728698,0.06725142690658656,-0.03546460647058753
63,0.63,0.03177454305582159,0.03245578476823782,0.5343291192392976,0.013305879819875565,0.06478437936896082,-0.038170085901433136
64,0.64,0.0427525022501552,0.031234961911295826,0.6840735564076974,0.025199707113152288,0.05925656819303374,-0.042117127840247896
65,0.65,0.04981695546182098,0.029333732895882595,0.8165272941683621,0.03309496515302191,0.05644643814155024,-0.04571227009309583
66,0.66,0.05484093611637474,0.0272903146102641,0.9299707800157075,0.038439318708917966,0.05526334471333267,-0.04901790778730305
67,0.67,0.05913116520849489,0.024523500151000657,1.0224625772366764,0.042588618336466315,0.05221297999188775,-0.05090030647078638
68,0.68,0.0624178281321072,0.021178494849378067,1.0929462204931326,0.04588243323699567,0.04782592072079552,-0.05176387311021685
69,0.69,0.06434182410992198,0.017304891380825804,1.141189154771411,0.047365934760588035,0.04507390252340551,-0.05374075661961367
70,0.7,0.06496278640434393,0.01295443155122029,1.1665805254861157,0.04763600926202437,0.043417828843932166,-0.05646388041616179
71,0.71,0.06421037050343648,0.008129916518172653,1.169870470458241,0.04665644055385272,0.041328022959830034,-0.05639682403705605
72,0.72,0.06221853342909853,0.002985369722413955,1.1509312540851415,0.04498124231305993,0.03899677461561697,-0.0547765789424867
73,0.73,0.0591158463161022,-0.002582728012665167,1.1111899616642658,0.046669682133020224,0.037329606078194584,-0.047568758785512005
74,0.74,0.054889836846832726,-0.008143748760121224,1.051584865947396,0.050110283224171284,0.03600836504468975,-0.037450300668272936
75,0.75,0.04999872256030289,-0.013664544214259871,0.9744602828555065,0.051044619265413434,0.039332789031705936,-0.030473933133319794
76,0.76,0.04405466045007138,-0.018741155016276163,0.881426414022269,0.050727138110487235,0.04497760740818915,-0.025066961869111056
77,0.77,0.03726598588018132,-0.023241552466178657,0.7750229291766909,0.0477308243083478,0.04804978297739679,-0.015659259007815642
78,0.78,0.029613317947601674,-0.02701404092022116,0.6576819157340832,0.0434470525889957,0.04988553590040714,-0.0043287881921016055
79,0.79,0.021650765007983633,-0.029678995414574506,0.5319675209560069,0.03465125264456319,0.052144016187498685,0.007603794149047645
80,0.8,0.013268271364575642,-0.03160185774252261,0.400846735411535,0.023387239240371338,0.05463374089900098,0.019865749379110717
81,0.81,0.004347952848971553,-0.032045117670958426,0.2666355905363758,0.01025817803078492,0.05439108542059856,0.032208474922819585
82,0.82,-0.004451639538527029,-0.03208382620259066,0.1324839984628754,-0.003807469450911157,0.052776288290573535,0.04459176155388282
83,0.83,-0.012691020769616021,-0.031275481078359035,0.00041339081253652377,-0.016763845983466696,0.05137372530748974,0.05689487256092389
84,0.84,-0.02020068640938679,-0.03032179427862696,-0.1267717484614173,-0.029091369132444905,0.05009147933218299,0.06915253145143219
85,0.85,-0.028144139343616193,-0.02882132415899596,-0.24718556703515748,-0.03723905558856026,0.04870003507795633,0.07566721650875878
86,0.86,-0.034774124860702395,-0.02723143011076802,-0.3588216702235719,-0.043233492839261416,0.047252337164892126,0.07922339989444628
87,0.87,-0.03804826279929338,-0.024180264523280558,-0.46124565334757756,-0.05190990048381229,0.0444896298921803,0.08204013232722361
88,0.88,-0.039819442820920474,-0.02088120858347381,-0.552159272561951,-0.062427053407109925,0.04082437825289749,0.08434934951913342
89,0.89,-0.0435101962248276,-0.018109502022357553,-0.6296269257217668,-0.06596723134752132,0.03400062290949528,0.07961906442413891
90,0.9,-0.04627093334519575,-0.015522895292705972,-0.6934670753831693,-0.06618170414251681,0.02567130791504501,0.071533269379037
91,0.91,-0.047206129496911206,-0.012198799346479288,-0.7431544370663222,-0.06794403098700573,0.02133319729265084,0.06378219073267061
92,0.92,-0.046547244793218326,-0.0085133391440554,-0.7790679167501768,-0.07065062107308702,0.019429907691947308,0.056235304717894716
93,0.93,-0.044723130909569385,-0.0035995392458857828,-0.8002676723767091,-0.0754203458204728,0.01720386715923547,0.04371172346630442
94,0.94,-0.0419693046329108,0.0013673987250032004,-0.8083155256048775,-0.08142636763741043,0.0147844238211126,0.028205945340838583
95,0.95,-0.03847811780900719,0.005563807314661832,-0.804404189533727,-0.08743238945434803,0.01236498048298973,0.012700167215372751
96,0.96,-0.03431927826339184,0.01003741459897665,-0.7874474315685659,-0.09161191266508152,0.012367664405618477,0.004260278070794435
97,0.97,-0.030066819472992123,0.014298107599860218,-0.7588889070872707,-0.0948070717454784,0.013675717621437771,-0.00037155579353333884
98,0.98,-0.026149948620756026,0.016163438224731173,-0.7204272453768261,-0.09493818975590017,0.013952542831711696,-0.005754771888854361
99,0.99,-0.02241982906278506,0.0181286093026096,-0.6717998221092581,-0.09328211218339152,0.013627872796192531,-0.011576254630625536
100,1.0,-0.018419637772932616,0.023496358273996938,-0.6129598256732274,-0.08533295594053578,0.01556544814471245,-0.017509193448015516
101,1.01,-0.014626690178990511,0.028915494202997164,-0.5456582306657857,-0.07449258375280951,0.01854236214894676,-0.023493338296644264
102,1.02,-0.011362898690361372,0.03100014034002653,-0.47290126106352304,-0.06133238531887504,0.01761936592765094,-0.02711695333846462
